isbn,name,writer,company,pyear,KDC,img
8809362347059,가디언즈 오브 갤럭시,"제임스 건 감독, 조 샐다나 외 출연",월트디즈니,2014,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809362347370,리틀 프린세스 소피아: 마법의 잔치 - 한국어 더빙 수록,"제이미 미첼 외 감독, 트래비스 윌링엄 외 목소리",월트디즈니,2015,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809362348148,빅 히어로 - 한국어 더빙 수록,"크리스 윌리엄스 외 감독, 다니엘 헤니 외 목소리",월트디즈니,2015,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809362348353,리틀 프린세스 소피아: 아이비 공주의 저주 - 한국어 더빙 수록,"제이미 미첼 외 감독, 안나 캠프 외 목소리",월트디즈니,2015,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809362348575,조선명탐정: 사라진 놉의 딸 (2disc),"김석윤 감독, 김명민 외 출연",KD미디어(케이디미디어),2015,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809365390243,파이스토리: 악당상어 소탕작전 - 한국어 더빙 수록,"박태동 외 감독, 프랜 드레셔 외 목소리",데이지 앤 시너지(D&C),2013,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809365391561,아기돼지 3형제와 매직램프,"윤아영, 이소은, 최정현, 황창영 (출연), 웨이 리우 (감독)",비디오여행,2017,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809365392377,용을 찾아서,"호승충 감독, 박정욱 외 목소리",미디어룩,2018,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809380190750,어메이징 스파이더맨,마크 웹 감독,NA,2012,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809380191023,몬스터 호텔,젠디 타타코브스키 감독,NA,2013,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809380192822,링컨,스티븐 스필버그 감독,NA,2013,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809380193188,토르:천둥의 신,케네스 브래너 감독,NA,2011,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809380197827,분노의 질주:더 맥시멈,저스틴 린 감독,NA,2013,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809404625985,어메이징 스파이더맨 2 : 초회 한정판 (2disc) - 본편 + 보너스 DVD,"마크 웹 감독, 제이미 폭스 외 출연",소니픽쳐스,2014,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809427203399,원스 어폰 어 타임 인 아메리카:확장판,세르지오 레오네 감독,워너브라더스,2014,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809427206833,톰과 제리: 스파이 대작전,"토니 서본 외 감독, 리스 하트위그 목소리",워너브라더스,2015,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809427209803,분노의 질주: 더 세븐,"제임스 완 감독, 빈 디젤 외 출연",유니버설픽쳐스,2015,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809427723538,발레리안:천 개 행성의 도시,뤽 베송 감독,NA,2018,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809427724047,궁합 : 일반판,"홍창표 (감독), 이승기, 심은경 (출연)",노바미디어,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809427724641,몰리스 게임 : 초도한정 오링케이스,"애런 소킨 (감독), 제시카 차스테인, 이드리스 엘바, 케빈 코스트너 (출연)",노바미디어,2019,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809427724696,미쓰백,이지원 감독,NA,NA,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809427725020,그린 북 : 초도한정 오링케이스,"피터 패럴리 (감독), 마허샬라 알리, 비고 모텐슨 (출연)",노바미디어,2019,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809448444467,노부영 Lemons are not Red (Paperback & CD),로라 바카로 시거 (지은이),JYbooks(제이와이북스),2017,230,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809448444924,노부영 마더구스 Hey Diddle Diddle (Paperback + CD) - 노래 부르는 영어동화,"Childs Play (지은이), Emma Schmid (그림)",JYbooks(제이와이북스),2018,230,http://image.kyobobook.co.kr/images/book/large/924/l8809448444924.jpg
8809461421001,킹스맨: 시크릿 에이전트,"매튜 본 감독, 콜린 퍼스 외 출연",20세기폭스,2015,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809461422428,스파이,"폴 페이그 감독, 제이슨 스타댐 외 출연",20세기폭스,2015,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809461424965,앵그리버드 더 무비 - 한국어 더빙 수록,"대니 맥브라이드, 조시 개드, 제이슨 서디키스 (목소리), 퍼갈 라일리, 클레이 케이티스 (감독)",소니픽쳐스,2016,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809461427157,히든 피겨스,"타라지 P. 헨슨, 자넬 모네 (Janelle Monae), 옥타비아 스펜서 (출연), 테오도르 멜피 (감독)",20세기폭스,2017,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809461427614,스파이더맨: 홈커밍,"존 와츠 (감독), 톰 홀랜드, 마이클 키튼 (출연)",소니픽쳐스,2017,NA,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809461428222,블레이드 러너 2049,"드니 빌뇌브 감독, 해리슨 포드 외 출연",소니픽쳐스,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809461428727,쥬만지: 새로운 세계,"제이크 캐스단 감독, 잭 블랙 외 출연",소니픽쳐스,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809461429472,피터 래빗,"월 글럭 (감독), 로즈 번, 돔놀 글리슨 (출연), 제임스 코든, 마고 로비, 데이지 리들리 (목소리)",소니픽쳐스,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809461429892,몬스터 호텔 3,"겐디타르타코프스키 (감독), 아담 샌들러, 셀레나 고메즈 (목소리)",소니픽쳐스,2018,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809462140123,빨강머리 앤 : 35주년 기념 HD 리마스터링 무삭제 완전판 (10disc) - 우리말 녹음 추가 더빙,"타카하타 이사오 감독, 야마다 에이코 외 목소리",미라지엔터테인먼트,2016,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809462431351,미션 임파서블: 로그네이션,"크리스토퍼 맥쿼리 감독, 톰 크루즈 외 출연",파라마운트,2015,680,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809462435021,인턴,"낸시 마이어스 감독, 로버트 드 니로 외 출연",워너브라더스,2016,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809462435694,하트 오브 더 씨,"론 하워드 감독, 킬리언 머피 외 출연",워너브라더스,2016,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809462436394,바비의 락앤로열 - 한국어 더빙 수록,"카렌 J. 로이드 감독, 켈리 셰리던 외 목소리",유니버설픽쳐스,2015,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809462436769,미니언즈 - 한국어 더빙 수록,"피에르 코팽 외 감독, 마이클 키튼 외 목소리",유니버설픽쳐스,2015,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809462436844,바비와 동생들의 신나는 퍼피 어드벤쳐 - 한국어 더빙 수록,"앤드류 탠 감독, 켈리 셰리던 외 목소리",유니버설픽쳐스,2015,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809477870190,영어 동요 백화점 :최다 수록 동요 사운드북 30곡,그림: 윤성희,예림당,2016,673,http://image.kyobobook.co.kr/images/book/large/190/l8809477870190.jpg
8809478551449,독전 : 한정판 (2disc) - 초도한정 아웃케이스+4단 접지 브로셔+엽서(12종)+엽서봉투,"이해영 (감독), 조진웅, 류준열, 김주혁, 김성령, 박해준, 차승원 (출연)",플레인아카이브(Plain Archive),2019,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809478551487,디트로이트 - 초판 한정 스페셜 포스터 엽서 3종세트,"캐서린 비글로우 (감독), 존 보예가, 안소니 마키, 윌 폴터, 알지 스미스 (출연)",플레인아카이브(Plain Archive),2019,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809495330485,생일왕국의 프린세스프링 Vol.1,김현지 (목소리),KBS미디어,2017,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809495331185,빅풋 주니어,제레미 디그루손 외 감독,알스컴퍼니,2017,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809495332052,나를 차버린 스파이,"수잔나 포겔 (감독), 밀라 쿠니스, 케이트 맥키넌 (출연)",알스컴퍼니,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809495332076,박물관이 진짜 살아있다,"마틴 코틱, 이나 이브라니코바 (감독), 장은숙, 최원형, 장경희 (목소리)",알스컴퍼니,2018,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809495332236,후드,"오토 바서스트 (감독), 테런 에저튼, 제이미 폭스 (출연)",알스컴퍼니,2019,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505720084,사도 : 일반판 (2disc),"이준익 감독, 송강호 외 출연",KD미디어(케이디미디어),2016,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505720367,변신자동차 또봇: 16기 위풍당당 델타트론,"노영주, 오유진, 김난우 (목소리), 이달, 고동우 (감독)",KD미디어(케이디미디어),2016,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505720527,캡틴 아메리카: 시빌 워,"크리스 에반스, 로버트 다우니 주니어, 스칼렛 요한슨, 세바스찬 스탠 (출연), 조 루소, 앤소니 루소 (감독)",월트디즈니,2016,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505721395,엘레나와 비밀의 아발로 왕국,"제인 폰다, 에어리얼 윈터, 아미 카레로 (목소리), 제이미 미첼 (감독)",월트디즈니,2017,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505721418,미녀와 야수,"이완 맥그리거, 엠마 왓슨, 댄 스티븐스, 조시 개드, 루크 에반스 (출연), 빌 콘돈 (감독)",월트디즈니,2017,688.26,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505721470,라라랜드,"라이언 고슬링, 엠마 스톤 (출연), 데미안 차젤레 (감독)",에프엔씨애드컬쳐,2017,688.21,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505721852,카3: 새로운 도전,"브라이언 피 감독, 보니 헌트 외 목소리",월트디즈니,2017,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505721906,장산범 (2disc),"허정 감독, 염정아 외 출연",에프엔씨애드컬쳐,2018,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505721920,택시운전사 (2disc),"장훈 감독, 송강호 외 출연",에프엔씨애드컬쳐,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505722033,토르: 라그나로크,"타이카 와이티티 감독, 케이트 블란쳇 외 출연",월트디즈니,2018,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505722071,코코 - 접지 속지(미로 찾기),"리 언크리치 감독, 벤자민 브랫 외 목소리",월트디즈니,2018,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505722606,한 솔로: 스타워즈 스토리 - 속지,"론 하워드 (감독), 우디 해럴슨, 폴 베타니, 에밀리아 클라크, 엘든이렌리치, 도날드글로버 (출연)",월트디즈니,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505722705,아기돼지 3형제와 쿵푸랜드,"유위 (감독), 윤아영, 이소은, 최정현 (목소리)",SM LDG,2018,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505722910,곰돌이 푸 다시 만나 행복해 - 속지,"마크 포스터 (감독), 이완 맥그리거, 헤일리 앳웰, 마크 게티스 (출연), 짐 커밍스 (목소리)",월트디즈니,2018,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505722958,조선명탐정: 흡혈괴마의 비밀 (2disc),"김석윤 (감독), 김명민, 오달수, 김지원, 김범, 박근형, 우현 (출연)",SM LDG,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505722965,올라프의 겨울왕국 어드벤처,"케빈디터스, 스티비워머스 (감독), 조나단 그로프, 크리스틴 벨, 조시 개드, 이디나 멘젤 (Idina Menzel) (출연)",월트디즈니,2018,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505723115,엔테베 작전,"호세 파디야 (감독), 로저먼드 파이크, 다니엘 브륄, 에디 마산, 리오르 아슈케나지 (출연)",에스엠라이프디자인그룹,2019,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809505723399,메리 포핀스 리턴즈,"롭 마샬 (감독), 에밀리 블런트, 린 마누엘 미란다, 벤 위쇼, 에밀리 모티머, 콜린 퍼스 (출연)",월트디즈니,2019,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809507352085,마이펫의 이중생활,"루이스 C.K., 케빈 하트, 에릭 스톤스트리트 (목소리), 크리스 리노드 (감독)",유니버설픽쳐스,2016,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809507359176,분노의 질주: 더 익스트림,"커트 러셀, 샤를리즈 테론, 빈 디젤, 미셸 로드리게즈, 제이슨 스타댐, 드웨인 존슨 (출연), F. 게리 그레이 (감독)",유니버설픽쳐스,2017,688,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809507359589,킹 아서: 제왕의 검,"찰리 헌냄, 에이단 길렌, 주드 로 (출연), 가이 리치 (감독)",워너브라더스,2017,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809520441582,파리로 가는 길,"엘레노어 코폴라 감독, 알렉 볼드윈 외 출연",인조인간,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809520441735,탐정: 리턴즈,"이언희 (감독), 권상우, 성동일, 이광수 (출연)",CJ 엔터테인먼트,2019,688.21,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809549661534,덩케르크 SE: 초도한정판 (2disc),"크리스토퍼 놀란 감독, 톰 하디 외 출연",워너브라더스,2017,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809549662463,레고 DC 슈퍼히어로: 플래시,"에단 스폴딩 감독, 제임스 아놀드 테일러 외 목소리",워너브라더스,2018,688.6,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
8809549664597,레이디 버드,"그레타 거윅 (감독), 시얼샤 로넌, Laurie Metcalf, 루카스 헤지스, 티모시 샬라메, 비니 펠드스타인 (출연)",유니버설픽쳐스,2018,688.2,http://image.kyobobook.co.kr/newimages/apps/b2b_academy/common/noimage_150_215.gif
